10000
0.393833,-0.173149,-0.902726,0.544575,-0.747228,0.380905,-0.740495,-0.641615,-0.199991
0.008503,-0.170988,0.985236,-0.948598,-0.313099,-0.046152,0.316368,-0.934201,-0.164862
0.701583,-0.685069,0.196114,-0.656774,-0.514889,0.550942,-0.276457,-0.515335,-0.811173
0.635771,-0.069670,0.768727,-0.700449,-0.470496,0.536661,0.324294,-0.879648,-0.347927
0.915323,-0.028484,0.401712,0.136025,-0.917007,-0.374961,0.379053,0.397854,-0.835483
-0.990711,-0.090947,0.101097,0.135691,-0.710015,0.690989,0.008937,0.698288,0.715761
0.522408,0.835794,0.168932,0.153539,-0.287078,0.945522,0.838758,-0.468011,-0.278299
-0.894908,-0.446151,-0.009439,0.145084,-0.270882,-0.951616,0.422008,-0.852978,0.307143
0.081594,-0.990491,-0.110773,0.227419,0.126714,-0.965518,0.970373,0.053588,0.235596
-0.505873,0.851819,0.136007,-0.771374,-0.376138,-0.513325,-0.386102,-0.364589,0.847349
0.348252,-0.931030,-0.109102,-0.869227,-0.364304,0.334256,-0.350949,-0.021571,-0.936146
-0.113753,0.993467,-0.009130,-0.993388,-0.113591,0.016636,0.015490,0.010962,0.999820
-0.122128,-0.646089,-0.753428,-0.919932,0.358643,-0.158430,0.372572,0.673754,-0.638158
0.279401,0.011854,-0.960101,-0.813729,0.533710,-0.230215,0.509686,0.845585,0.158765
0.018145,-0.343114,-0.939118,-0.461659,-0.836027,0.296529,-0.886872,0.428172,-0.173571
0.417147,-0.850207,-0.321149,-0.749657,-0.521660,0.407291,-0.513812,0.070851,-0.854972
-0.543484,-0.771001,0.331937,0.785453,-0.606592,-0.122921,0.296122,0.193916,0.935258
0.339335,0.264853,0.902610,-0.527592,0.847997,-0.050480,-0.778780,-0.459080,0.427489
0.319961,-0.794972,-0.515406,-0.338846,-0.604041,0.721330,-0.884764,-0.056154,-0.462643
-0.707677,0.684053,0.176816,-0.705711,-0.696445,-0.130138,0.034122,-0.216877,0.975602
0.576162,0.265086,0.773154,0.150012,-0.964172,0.218789,0.803451,-0.010076,-0.595285
0.748259,-0.658384,0.081483,0.649817,0.702648,-0.289869,0.133592,0.269846,0.953591
-0.315415,0.618540,0.719668,0.904145,0.426173,0.029981,-0.288158,0.660140,-0.693671
-0.172845,-0.971527,-0.162052,-0.755669,0.236328,-0.610830,0.631735,0.016879,-0.775000
-0.785477,0.067593,-0.615189,-0.616173,-0.178461,0.767126,-0.057935,0.981623,0.181826
0.864659,0.329822,0.378923,0.329185,0.197786,-0.923319,-0.379476,0.923092,0.062445
-0.615066,0.054678,0.786578,-0.506594,-0.791847,-0.341088,0.604199,-0.608268,0.514737
-0.174127,0.120932,0.977269,0.441049,0.896898,-0.032402,-0.880429,0.425382,-0.209511
0.979621,0.099689,0.174370,-0.035388,-0.768895,0.638395,0.197713,-0.631556,-0.749698
-0.417622,0.135221,-0.898503,-0.256927,0.930934,0.259521,0.871539,0.339231,-0.354037
-0.771041,0.493699,-0.402190,-0.569033,-0.250687,0.783172,0.285827,0.832717,0.474221
0.396340,-0.813912,-0.424808,0.911333,0.404861,0.074567,0.111297,-0.416695,0.902207
0.216666,0.884312,0.413580,-0.321116,-0.335513,0.885616,0.921922,-0.324690,0.211272
0.576319,0.266822,-0.772440,0.467937,-0.882654,0.044236,-0.669994,-0.386947,-0.633546
-0.955790,-0.292268,-0.032331,0.178374,-0.663685,0.726433,-0.233771,0.688550,0.686476
0.473291,-0.745767,-0.468857,0.470892,-0.235630,0.850141,-0.744484,-0.623145,0.239654
-0.782072,-0.607370,-0.139516,-0.317133,0.195167,0.928082,-0.536461,0.770072,-0.345252
-0.464388,-0.733284,0.496627,-0.419971,0.676035,0.605476,-0.779723,0.072607,-0.621900
0.626302,-0.362143,-0.690360,-0.140348,0.818707,-0.556795,0.766843,0.445613,0.461932
0.250394,-0.537598,-0.805165,0.689947,0.682513,-0.241142,0.679173,-0.495141,0.541811
-0.383035,-0.914247,0.132050,0.911607,-0.397212,-0.105806,0.149185,0.079850,0.985580
-0.104897,0.987359,0.118825,0.196516,0.137708,-0.970782,-0.974873,-0.078481,-0.208476
0.657188,0.689092,0.305378,0.479773,-0.069974,-0.874598,-0.581310,0.721288,-0.376594
0.105047,-0.746657,-0.656863,-0.125483,-0.665190,0.736055,-0.986519,0.005105,-0.163569
0.069853,0.758487,-0.647933,-0.678203,0.512427,0.526745,0.731548,0.402635,0.550202
0.276367,-0.669848,-0.689148,-0.912048,0.043251,-0.407795,0.302967,0.741238,-0.598981
-0.765676,-0.630995,0.124842,0.553878,-0.745464,-0.370813,0.327047,-0.214775,0.920278
0.557008,0.829844,0.033195,0.795872,-0.544775,0.264211,0.237338,-0.120749,-0.963893
-0.291303,-0.793655,0.534091,0.417961,-0.607789,-0.675205,0.860495,0.026540,0.508768
0.929536,0.027009,0.367741,0.246373,-0.787511,-0.564914,0.274342,0.615709,-0.738674
